##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X;;
PROV1082;マーストリヒト;;;;;;;;;;X;;
PROV1083;ザンデール;;;;;;;;;;X;;
PROV1084;ニアメ;;;;;;;;;;X;;
PROV1085;イバダン;;;;;;;;;;X;;
PROV1086;マロウア;;;;;;;;;;X;;
PROV1087;ンガウンデレ;;;;;;;;;;X;;
PROV1088;ベルトゥア;;;;;;;;;;X;;
PROV1089;ヤウンデ;;;;;;;;;;X;;
PROV1090;サントメ;;;;;;;;;;X;;
PROV1091;バタ;;;;;;;;;;X;;
PROV1092;フランスヴィル;;;;;;;;;;X;;
PROV1093;リーブルヴィル;;;;;;;;;;X;;
PROV1094;カビンダ;;;;;;;;;;X;;
PROV1095;マタディ;;;;;;;;;;X;;
PROV1096;ロアンダ;;;;;;;;;;X;;
PROV1097;ヴィラ・エンリケ・デ・カルヴァーリョ;;;;;;;;;;X;;
PROV1098;ルルアブール;;;;;;;;;;X;;
PROV1099;リヴィングストン;;;;;;;;;;X;;
PROV1100;フアンボ;;;;;;;;;;X;;
PROV1101;ロビト;;;;;;;;;;X;;
PROV1102;モサメデス;;;;;;;;;;X;;
PROV1103;ルバンゴ;;;;;;;;;;X;;
PROV1104;カラボ;;;;;;;;;;X;;
PROV1105;マウン;;;;;;;;;;X;;
PROV1106;カティマ・ムリロ;;;;;;;;;;X;;
PROV1107;ツメブ;;;;;;;;;;X;;
PROV1108;オティワロンゴ;;;;;;;;;;X;;
PROV1109;ウォルビス湾;;;;;;;;;;X;;
PROV1110;ウィントフック;;;;;;;;;;X;;
PROV1111;フランシスタウン;;;;;;;;;;X;;
PROV1112;カベロネス;;;;;;;;;;X;;
PROV1113;キンバリー;;;;;;;;;;X;;
PROV1114;ブルームフォンテーン;;;;;;;;;;X;;
PROV1115;デアラー;;;;;;;;;;X;;
PROV1116;ケープタウン;;;;;;;;;;X;;
PROV1117;ポートエリザベス;;;;;;;;;;X;;
PROV1118;ダーバン;;;;;;;;;;X;;
PROV1119;プレトリア;;;;;;;;;;X;;
PROV1120;ヨハネスブルク;;;;;;;;;;X;;
PROV1121;ティズニト;;;;;;;;;;X;;
PROV1122;ロレンソマルケス;;;;;;;;;;X;;
PROV1123;イニャンバネ;;;;;;;;;;X;;
PROV1124;ブラワヨ;;;;;;;;;;X;;
PROV1125;ソールズベリー;;;;;;;;;;X;;
PROV1126;ブエア;;;;;;;;;;X;;
PROV1127;コルヴェジ;;;;;;;;;;X;;
PROV1128;カサマ;;;;;;;;;;X;;
PROV1129;ルサカ;;;;;;;;;;X;;
PROV1130;ベイラ;;;;;;;;;;X;;
PROV1131;ウロングウェ;;;;;;;;;;X;;
PROV1132;ブランタイヤ;;;;;;;;;;X;;
PROV1133;ナンプーラ;;;;;;;;;;X;;
PROV1134;アンタナナリボ;;;;;;;;;;X;;
PROV1135;レユニオン;;;;;;;;;;X;;
PROV1136;ポートルイス;モーリシャス;;;;;;;;;;;X
PROV1137;タマタブ;トアマシナ/マダガスカル;;;;;;;;;;;X
PROV1138;ペンバ;ポルトアメリア;;;;;;;;;;;X
PROV1139;ムベヤ;;;;;;;;;;X;;
PROV1140;ダルエスサラーム;;;;;;;;;;X;;
PROV1141;ドドマ;;;;;;;;;;X;;
PROV1142;キクウィト;;;;;;;;;;X;;
PROV1143;ムブジマイ;バクワンガ;;;;;;;;;;;X
PROV1144;エリザベートヴィル;;;;;;;;;;X;;
PROV1145;マイドゥグリ;;;;;;;;;;X;;
PROV1146;プライア;カーボベルデ諸島;;;;;;;;;;;X
PROV1147;ジョージタウン;アセッション島;;;;;;;;;;;X
PROV1148;ジェームスタウン;セントヘレナ島;;;;;;;;;;;X
PROV1149;ツヒンヴァリ;;;;;;;;;;X;;
PROV1150;ステルリタマク;;;;;;;;;;X;;
PROV1151;エリスタ;;;;;;;;;;X;;
PROV1152;ドニプロペトロウシク;;;;;;;;;;X;;
PROV1153;ボリソフ;;;;;;;;;;X;;
PROV1154;ウーマニ;;;;;;;;;;X;;
PROV1155;ソーネチノゴルスク;;;;;;;;;;X;;
PROV1156;ヴェリスク;;;;;;;;;;X;;
PROV1157;カディス;;;;;;;;;;X;;
PROV1158;エスキシェヒル;;;;;;;;;;X;;
PROV1159;アンタキヤ;;;;;;;;;;X;;
PROV1160;トゥルーロ;;;;;;;;;;X;;
PROV1161;アルバセテ;;;;;;;;;;X;;
PROV1162;クエンカ;;;;;;;;;;X;;
PROV1163;エヴォラ;;;;;;;;;;X;;
PROV1164;リンカーン;;;;;;;;;;X;;
PROV1165;ラーウィック;シェトランド諸島;;;;;;;;;;;X
PROV1166;エディンバラ;;;;;;;;;;X;;
PROV1167;マガダン;;;;;;;;;;X;;
PROV1168;ピロト;;;;;;;;;;X;;
PROV1169;テトヴォ;;;;;;;;;;X;;
PROV1170;ベリゴンスキー;;;;;;;;;;X;;
PROV1171;パラナ;;;;;;;;;;X;;
PROV1172;ペトロパヴロフスク・カムチャツキ;;;;;;;;;;X;;
PROV1173;チェルニウツィー;;;;;;;;;;X;;
PROV1174;青森県;;;;;;;;;;X;;
PROV1175;レソザボーツク;;;;;;;;;;X;;
PROV1176;南樺太;;;;;;;;;;X;;
PROV1177;北千島;;;;;;;;;;X;;
PROV1178;南千島;;;;;;;;;;X;;
PROV1179;北海道;;;;;;;;;;X;;
PROV1180;秋田県;;;;;;;;;;X;;
PROV1181;岩手県;;;;;;;;;;X;;
PROV1182;山形県;;;;;;;;;;X;;
PROV1183;宮城県;;;;;;;;;;X;;
PROV1184;新潟県;;;;;;;;;;X;;
PROV1185;佐渡島;;;;;;;;;;X;;
PROV1186;福島県;;;;;;;;;;X;;
PROV1187;茨城県;;;;;;;;;;X;;
PROV1188;栃木県;;;;;;;;;;X;;
PROV1189;群馬県;;;;;;;;;;X;;
PROV1190;千葉県;;;;;;;;;;X;;
PROV1191;埼玉県;;;;;;;;;;X;;
PROV1192;東京都;;;;;;;;;;X;;
PROV1193;神奈川県;;;;;;;;;;X;;
PROV1194;済洲島;;;;;;;;;;;;X
PROV1195;光洲;;;;;;;;;;;;X
PROV1196;大邱;;;;;;;;;;;;X
PROV1197;釜山;;;;;;;;;;;;X
PROV1198;春洲;;;;;;;;;;;;X
PROV1199;京城;;;;;;;;;;;;X
PROV1200;元山;;;;;;;;;;;;X
PROV1201;平壌;;;;;;;;;;;;X
PROV1202;大連;;;;;;;;;;;;X
PROV1203;秦皇島;;;;;;;;;;;;X
PROV1204;天津;;;;;;;;;;;;X
PROV1205;北京;;;;;;;;;;;;X
PROV1206;張垣;;;;;;;;;;;;X
PROV1207;呼和浩特;;;;;;;;;;;;X
PROV1208;包頭;;;;;;;;;;;;X
PROV1209;大同;;;;;;;;;;;;X
PROV1210;任丘;;;;;;;;;;;;X
PROV1211;石家庄;;;;;;;;;;;;X
PROV1212;邯単;;;;;;;;;;;;X
PROV1213;禹城;;;;;;;;;;;;X
PROV1214;煙台;;;;;;;;;;;;X
PROV1215;そう荘;;;;;;;;;;;;X
PROV1216;済南;;;;;;;;;;;;X
PROV1217;連雲港;;;;;;;;;;;;X
PROV1218;蘇州;;;;;;;;;;;;X
PROV1219;南通;;;;;;;;;;;;X
PROV1220;徐州;;;;;;;;;;;;X
PROV1221;合肥;;;;;;;;;;;;X
PROV1222;阜陽;;;;;;;;;;;;X
PROV1223;開封;;;;;;;;;;;;X
PROV1224;安陽;;;;;;;;;;;;X
PROV1225;太原;;;;;;;;;;;;X
PROV1226;臨汾;;;;;;;;;;;;X
PROV1227;洛陽;;;;;;;;;;;;X
PROV1228;鄭洲;;;;;;;;;;;;X
PROV1229;南洋;;;;;;;;;;;;X
PROV1230;信陽;;;;;;;;;;;;X
PROV1231;随州;;;;;;;;;;;;X
PROV1232;武漢;;;;;;;;;;;;X
PROV1233;安慶;;;;;;;;;;;;X
PROV1234;宣州;;;;;;;;;;;;X
PROV1235;南京;;;;;;;;;;;;X
PROV1236;常州;;;;;;;;;;;;X
PROV1237;上海;;;;;;;;;;;;X
PROV1238;杭洲;;;;;;;;;;;;X
PROV1239;寧波;;;;;;;;;;;;X
PROV1240;温洲;;;;;;;;;;;;X
PROV1241;金華;;;;;;;;;;;;X
PROV1242;鷹潭;;;;;;;;;;;;X
PROV1243;南平;;;;;;;;;;;;X
PROV1244;福州;;;;;;;;;;;;X
PROV1245;泉州;;;;;;;;;;;;X
PROV1246;三明;;;;;;;;;;;;X
PROV1247;廈門;;;;;;;;;;;;X
PROV1248;汕頭;;;;;;;;;;;;X
PROV1249;梅州;;;;;;;;;;;;X
PROV1250;カン州;;;;;;;;;;;;X
PROV1251;宜春;;;;;;;;;;;;X
PROV1252;九江;;;;;;;;;;;;X
PROV1253;黄石;;;;;;;;;;;;X
PROV1254;吉安;;;;;;;;;;;;X
PROV1255;湘潭;;;;;;;;;;;;X
PROV1256;株洲;;;;;;;;;;;;X
PROV1257;チン州;;;;;;;;;;;;X
PROV1258;柳州;;;;;;;;;;;;X
PROV1259;衡陽;;;;;;;;;;;;X
PROV1260;常徳;;;;;;;;;;;;X
PROV1261;隆回;;;;;;;;;;;;X
PROV1262;遵義;;;;;;;;;;;;X
PROV1263;フ陵;;;;;;;;;;;;X
PROV1264;恩施;;;;;;;;;;;;X
PROV1265;萬縣;;;;;;;;;;;;X
PROV1266;荊門;;;;;;;;;;;;X
PROV1267;西安;;;;;;;;;;;;X
PROV1268;漢中;;;;;;;;;;;;X
PROV1269;銅川;;;;;;;;;;;;X
PROV1270;延安;;;;;;;;;;;;X
PROV1271;楡林;;;;;;;;;;;;X
PROV1272;烏海;;;;;;;;;;;;X
PROV1273;臨河;;;;;;;;;;;;X
PROV1274;呉忠;;;;;;;;;;;;X
PROV1275;平凉;;;;;;;;;;;;X
PROV1276;蘭洲;;;;;;;;;;;;X
PROV1277;天水;;;;;;;;;;;;X
PROV1278;ベルビル;;;;;;;;;;;;X
PROV1279;達州;;;;;;;;;;;;X
PROV1280;綿陽;;;;;;;;;;;;X
PROV1281;雅安;;;;;;;;;;;;X
PROV1282;はん枝花;;;;;;;;;;;;X
PROV1283;昌都;;;;;;;;;;;;X
PROV1284;グワーハーティー;;;;;;;;;;X;;
PROV1285;クルナ;;;;;;;;;;X;;
PROV1286;ダッカ;;;;;;;;;;X;;
PROV1287;インパール;;;;;;;;;;X;;
PROV1288;チッタゴン;;;;;;;;;;X;;
PROV1289;ソンクラー;;;;;;;;;;X;;
PROV1290;サラク;;;;;;;;;;;;X
PROV1291;ハーカー;;;;;;;;;;;;X
PROV1292;モンユワ;;;;;;;;;;;;X
PROV1293;楚雄;;;;;;;;;;;;X
PROV1294;保山;;;;;;;;;;;;X
PROV1295;ミッチーナー;;;;;;;;;;;;X
PROV1296;ラショー;;;;;;;;;;;;X
PROV1297;シットウェ;;;;;;;;;;;;X
PROV1298;パテイン;;;;;;;;;;;;X
PROV1299;ラングーン;;;;;;;;;;;;X
PROV1300;マンダレー;;;;;;;;;;;;X
PROV1301;バゴー;;;;;;;;;;;;X
PROV1302;モーラミャイン;;;;;;;;;;;;X
PROV1303;チェンマイ;;;;;;;;;;;;X
PROV1304;タウンジー;;;;;;;;;;;;X
PROV1305;チェントン;;;;;;;;;;;;X
PROV1306;ムアンサイ;;;;;;;;;;X;;
PROV1307;昆明;;;;;;;;;;;;X
PROV1308;曲靖;;;;;;;;;;;;X
PROV1309;百色;;;;;;;;;;;;X
PROV1310;河池;;;;;;;;;;;;X
PROV1311;梧洲;;;;;;;;;;;;X
PROV1312;清遠;;;;;;;;;;;;X
PROV1313;広州;;;;;;;;;;;;X
PROV1314;東莞;;;;;;;;;;;;X
PROV1315;香港;;;;;;;;;;;;X
PROV1316;マカオ;;;;;;;;;;X;;
PROV1317;江門;;;;;;;;;;;;X
PROV1318;陽江;;;;;;;;;;;;X
PROV1319;南寧;;;;;;;;;;;;X
PROV1320;茂名;;;;;;;;;;;;X
PROV1321;海口;;;;;;;;;;;;X
PROV1322;台南;;;;;;;;;;X;;
PROV1323;台北;;;;;;;;;;;;X
PROV1324;花蓮;;;;;;;;;;;;X
PROV1325;欽洲;;;;;;;;;;;;X
PROV1326;ハイフォン;;;;;;;;;;X;;
PROV1327;文山;;;;;;;;;;;;X
PROV1328;ホアビン;;;;;;;;;;X;;
PROV1329;ヴィエンチャン;;;;;;;;;;X;;
PROV1330;ピサヌローク;;;;;;;;;;X;;
PROV1331;コンケーン;;;;;;;;;;X;;
PROV1332;パクセ;;;;;;;;;;X;;
PROV1333;ハノイ;;;;;;;;;;X;;
PROV1334;ドンホイ;;;;;;;;;;X;;
PROV1335;ダナン;;;;;;;;;;X;;
PROV1336;ルンパット;;;;;;;;;;X;;
PROV1337;サイゴン;;;;;;;;;;X;;
PROV1338;カントー;;;;;;;;;;X;;
PROV1339;プノンペン;;;;;;;;;;X;;
PROV1340;シェムリアップ;;;;;;;;;;X;;
PROV1341;バタンバン;;;;;;;;;;X;;
PROV1342;チョンブリ;;;;;;;;;;X;;
PROV1343;バンコク;;;;;;;;;;X;;
PROV1344;ペッチャブーン;;;;;;;;;;X;;
PROV1345;ナコーンサワン;;;;;;;;;;X;;
PROV1346;ダウェー;;;;;;;;;;;;X
PROV1347;プラチュワップキーリーカン;;;;;;;;;;X;;
PROV1348;ナコンシータマラート;;;;;;;;;;X;;
PROV1349;イポー;;;;;;;;;;X;;
PROV1350;クアンタン;;;;;;;;;;X;;
PROV1351;ジョホールバール;;;;;;;;;;X;;
PROV1352;クアラルンプール;;;;;;;;;;X;;
PROV1353;シンガポール;;;;;;;;;;X;;
PROV1354;パンカルピナン;バンカ島;;;;;;;;;;;X
PROV1355;クタラジャ;;;;;;;;;;X;;
PROV1356;ジャンビ;;;;;;;;;;X;;
PROV1357;パダン;;;;;;;;;;X;;
PROV1358;パレンバン;;;;;;;;;;X;;
PROV1359;ブンクル;;;;;;;;;;X;;
PROV1360;成都;;;;;;;;;;;;X
PROV1361;瀘州;;;;;;;;;;;;X
PROV1362;昭通;;;;;;;;;;;;X
PROV1363;安順;;;;;;;;;;;;X
PROV1364;貴陽;;;;;;;;;;;;X
PROV1365;凱里;;;;;;;;;;;;X
PROV1366;ハバロフスク;;;;;;;;;;X;;
PROV1367;テチューヘ;ダリネゴルスク;;;;;;;;;;;X
PROV1368;ソヴィエツカヤ・ガヴァニ;;;;;;;;;;X;;
PROV1369;ニコリスク・ウスリースキー;ウスリースク;;;;;;;;;;;X
PROV1370;セミョノフカ;;;;;;;;;;X;;
PROV1371;ナホトカ;;;;;;;;;;X;;
PROV1372;ウラジオストック;;;;;;;;;;X;;
PROV1373;スマラン;;;;;;;;;;X;;
PROV1374;佳木斯;;;;;;;;;;;;X
PROV1375;鶏西;;;;;;;;;;;;X
PROV1376;清津;;;;;;;;;;;;X
PROV1377;延吉;;;;;;;;;;;;X
PROV1378;牡丹江;;;;;;;;;;;;X
PROV1379;哈爾浜;;;;;;;;;;;;X
PROV1380;大慶;;;;;;;;;;;;X
PROV1381;呼馬;;;;;;;;;;;;X
PROV1382;海拉爾;;;;;;;;;;;;X
PROV1383;ニュルバ;;;;;;;;;;X;;
PROV1384;ボルジャ;;;;;;;;;;X;;
PROV1385;チョイバルサン;;;;;;;;;;X;;
PROV1386;錫林浩特;;;;;;;;;;;;X
PROV1387;白城;;;;;;;;;;X;;
PROV1388;赤峰;;;;;;;;;;;;X
PROV1389;遼源;;;;;;;;;;;;X
PROV1390;吉林;;;;;;;;;;;;X
PROV1391;江界;;;;;;;;;;;;X
PROV1392;咸興;;;;;;;;;;;;X
PROV1393;新義州;;;;;;;;;;;;X
PROV1394;丹東;;;;;;;;;;;;X
PROV1395;盤錦;;;;;;;;;;;;X
PROV1396;金渓;;;;;;;;;;;;X
PROV1397;承徳;;;;;;;;;;;;X
PROV1398;集寧;;;;;;;;;;;;X
PROV1399;ホライトマウンテン;;;;;;;;;;X;;
PROV1400;リーグニッツ;;;;;;;;;;X;;
PROV1401;ホティン;;;;;;;;;;X;;
PROV1402;スチャヴァ;;;;;;;;;;X;;
PROV1403;ビストリツァ;;;;;;;;;;X;;
PROV1404;ウランバートル;;;;;;;;;;X;;
PROV1405;ヴッパータール;;;;;;;;;;X;;
PROV1406;類烏斉;;;;;;;;;;;;X
PROV1407;アリューシャン海溝北西部;;;;;;;;;;X;;
PROV1408;ボルツァーノ;;;;;;;;;;X;;
PROV1409;スウォンジ;;;;;;;;;;X;;
PROV1410;ニコラエフスク・ナ・アムーレ;;;;;;;;;;X;;
PROV1411;オホーツク;;;;;;;;;;X;;
PROV1412;キャフタ;;;;;;;;;;X;;
PROV1413;ウラン・ウデ;;;;;;;;;;X;;
PROV1414;イルクーツク;;;;;;;;;;X;;
PROV1415;ボダイボ;;;;;;;;;;X;;
PROV1416;ウスチ＝クート;;;;;;;;;;X;;
PROV1417;ブラーツク;;;;;;;;;;X;;
PROV1418;キジル;;;;;;;;;;X;;
PROV1419;モロン;;;;;;;;;;X;;
PROV1420;ウルギー;;;;;;;;;;X;;
PROV1421;阿勒泰;;;;;;;;;;;;X
PROV1422;タルディコルガン;;;;;;;;;;X;;
PROV1423;ウスチ・カメノゴルスク;;;;;;;;;;;;X
PROV1424;アルマアタ;;;;;;;;;;X;;
PROV1425;ジャンブル;;;;;;;;;;X;;
PROV1426;シムケント;;;;;;;;;;X;;
PROV1427;タシュケント;;;;;;;;;;X;;
PROV1428;オシュ;;;;;;;;;;X;;
PROV1429;フルンゼ;;;;;;;;;;X;;
PROV1430;スムド;;;;;;;;;;X;;
PROV1431;喀什;;;;;;;;;;X;;
PROV1432;石河子;;;;;;;;;;;;X
PROV1433;鳥魯木齊;;;;;;;;;;;;X
PROV1434;バヤンホンゴル;;;;;;;;;;X;;
PROV1435;哈密;;;;;;;;;;;;X
PROV1436;長野県;;;;;;;;;;X;;
PROV1437;山梨県;;;;;;;;;;X;;
PROV1438;アルバイヘール;;;;;;;;;;X;;
PROV1439;バヤンノール;;;;;;;;;;X;;
PROV1440;張えき;;;;;;;;;;;;X
PROV1441;敦煌;;;;;;;;;;;;X
PROV1442;格爾木;;;;;;;;;;;;X
PROV1443;西寧;;;;;;;;;;;;X
PROV1444;玉樹;;;;;;;;;;;;X
PROV1445;庫爾勒;;;;;;;;;;;;X
PROV1446;阿克蘇;;;;;;;;;;;;X
PROV1447;ホータン（和田;;;;;;;;;;;X;
PROV1448;阿里;;;;;;;;;;;;X
PROV1449;トゥルダ;;;;;;;;;;X;;
PROV1450;那曲;;;;;;;;;;;;X
PROV1451;日喀則;;;;;;;;;;;;X
PROV1452;拉薩;;;;;;;;;;;;X
PROV1453;林芝;;;;;;;;;;;;X
PROV1454;ドゥブリー;;;;;;;;;;X;;
PROV1455;プナカ;;;;;;;;;;X;;
PROV1456;シリグリ;;;;;;;;;;X;;
PROV1457;カルカッタ;;;;;;;;;;X;;
PROV1458;ブヴァネーシュヴァル;;;;;;;;;;X;;
PROV1459;ランチ;;;;;;;;;;X;;
PROV1460;リーワー;;;;;;;;;;X;;
PROV1461;ラーイプル;;;;;;;;;;X;;
PROV1462;アマラヴァティー;;;;;;;;;;X;;
PROV1463;チンドワラ;;;;;;;;;;X;;
PROV1464;ヴァドーダラー;;;;;;;;;;X;;
PROV1465;ラジコット;;;;;;;;;;X;;
PROV1466;アマダバード;;;;;;;;;;X;;
PROV1467;グワーリヤル;;;;;;;;;;X;;
PROV1468;ジャイプール;;;;;;;;;;X;;
PROV1469;デリー;;;;;;;;;;X;;
PROV1470;メーラト;;;;;;;;;;X;;
PROV1471;ラックナウ;;;;;;;;;;X;;
PROV1472;ムザファルプル;;;;;;;;;;X;;
PROV1473;カトマンドゥ;;;;;;;;;;X;;
PROV1474;スリナガル;;;;;;;;;;X;;
PROV1475;ラホール;;;;;;;;;;X;;
PROV1476;ルディアーナ;;;;;;;;;;X;;
PROV1477;チャンディーガル;;;;;;;;;;X;;
PROV1478;ビカネール;;;;;;;;;;X;;
PROV1479;ジョドプール;;;;;;;;;;X;;
PROV1480;ハイデラバード;;;;;;;;;;;;X
PROV1481;カラチ;;;;;;;;;;;;X
PROV1482;イスラーマーバード;;;;;;;;;;X;;
PROV1483;ペシャワール;;;;;;;;;;X;;
PROV1484;ジャラーラーバード;;;;;;;;;;X;;
PROV1485;スタリナバード;;;;;;;;;;X;;
PROV1486;ヘラート;;;;;;;;;;X;;
PROV1487;ゴルノ;;;;;;;;;;X;;
PROV1488;サマルカンド;;;;;;;;;;X;;
PROV1489;ブハラ;;;;;;;;;;X;;
PROV1490;アシュガバット;;;;;;;;;;X;;
PROV1491;マル;;;;;;;;;;;;X
PROV1492;カンダハール;;;;;;;;;;X;;
PROV1493;カーブル;;;;;;;;;;X;;
PROV1494;クエッタ;;;;;;;;;;X;;
PROV1495;ザーヘダーン;;;;;;;;;;X;;
PROV1496;ケルマーン;;;;;;;;;;X;;
PROV1497;バンダルアッバース;;;;;;;;;;X;;
PROV1498;アフヴァーズ;;;;;;;;;;X;;
PROV1499;ブーシェフル;;;;;;;;;;X;;
PROV1500;マシュハド;;;;;;;;;;X;;
PROV1501;エスファハーン;;;;;;;;;;X;;
PROV1502;テヘラン;;;;;;;;;;X;;
PROV1503;サーリー;;;;;;;;;;X;;
PROV1504;アブダビ;;;;;;;;;;X;;
PROV1505;ボンベイ;;;;;;;;;;X;;
PROV1506;コールハープル;;;;;;;;;;X;;
PROV1507;ハイデラバード;;;;;;;;;;;;X
PROV1508;ヴィシャーカパトナム;;;;;;;;;;X;;
PROV1509;ネッロール;;;;;;;;;;X;;
PROV1510;アナンタプール;;;;;;;;;;X;;
PROV1511;バンガロール;;;;;;;;;;X;;
PROV1512;パナジ;;;;;;;;;;X;;
PROV1513;マンガロール;;;;;;;;;;X;;
PROV1514;ティルヴァナンタプラム;;;;;;;;;;X;;
PROV1515;マドゥライ;;;;;;;;;;X;;
PROV1516;キャンディ;マハ・ヌヴァラ;;;;;;;;;;;X
PROV1517;コロンボ;;;;;;;;;;X;;
PROV1518;ポートブレア;アンダマン・ニコバル諸島;;;;;;;;;;;X
PROV1519;カラグプル;;;;;;;;;;X;;
PROV1520;チタ;;;;;;;;;;X;;
PROV1521;ネザメツヌイ;アルダン;;;;;;;;;;;X
PROV1522;ヤクーツク;;;;;;;;;;X;;
PROV1523;北樺太;;;;;;;;;;X;;
PROV1524;ベルホヤンスク;;;;;;;;;;X;;
PROV1525;ブラゴヴェシチェンスク;;;;;;;;;;X;;
PROV1526;クィブシェフカ＝ボストチナヤ;ベロゴルスク;;;;;;;;;;;X
PROV1527;コムソモリスク・ナ・アムーレ;;;;;;;;;;X;;
PROV1528;ブラゴエスチェンスク;;;;;;;;;;X;;
PROV1529;エリヴァン;;;;;;;;;;X;;
PROV1530;黒河;;;;;;;;;;;;X
PROV1531;グアダラハラ;;;;;;;;;;X;;
PROV1532;レオン;;;;;;;;;;X;;
PROV1533;キチメングスキー・ゴロドク;;;;;;;;;;X;;
PROV1534;セヴェロドヴィンスク;;;;;;;;;;X;;
PROV1535;ノリリスク;;;;;;;;;;X;;
PROV1536;スィクティフカル;;;;;;;;;;X;;
PROV1537;ビーゴ;;;;;;;;;;X;;
PROV1538;カンスク;;;;;;;;;;X;;
PROV1539;トムスク;;;;;;;;;;X;;
PROV1540;バルナウル;;;;;;;;;;X;;
PROV1541;メリニコヴォ;;;;;;;;;;X;;
PROV1542;クイビシェフ;ノヴォシビルスク;;;;;;;;;;;X
PROV1543;ノヴォシビルスク;;;;;;;;;;X;;
PROV1544;ビイスク;;;;;;;;;;X;;
PROV1545;ケメロヴォ;;;;;;;;;;X;;
PROV1546;スターリンスク;ノヴォクズネツク;;;;;;;;;;;X
PROV1547;サレハルド;;;;;;;;;;X;;
PROV1548;ヴォルクタ;;;;;;;;;;X;;
PROV1549;ウライ;;;;;;;;;;X;;
PROV1550;パヴロダル;カザフ;;;;;;;;;;;X
PROV1551;エキバストス;カザフ;;;;;;;;;;;X
PROV1552;オムスク;;;;;;;;;;X;;
PROV1553;コタバル;;;;;;;;;;X;;
PROV1554;アロースター;マレーシア;;;;;;;;;;;X
PROV1555;バルカ;;;;;;;;;;X;;
PROV1556;サール;;;;;;;;;;X;;
PROV1557;スルグト;;;;;;;;;;X;;
PROV1558;オスチャコ・ヴォグルスク;ハンティ・マンシースク;;;;;;;;;;;X
PROV1559;オイラト=トゥーラ;ゴルノ＝アルタイスク;;;;;;;;;;;X
PROV1560;クラスノヤルスク;;;;;;;;;;X;;
PROV1561;アバカン;;;;;;;;;;X;;
PROV1562;クラスノヤルス;;;;;;;;;;X;;
PROV1563;ファーロ;;;;;;;;;;X;;
PROV1564;オポーチカ;プスコフ;;;;;;;;;;;X
PROV1565;オチャコフ;;;;;;;;;;X;;
PROV1566;レツェツァ;;;;;;;;;;X;;
PROV1567;チェリャビンスク;;;;;;;;;;X;;
PROV1568;ウラリスク;;;;;;;;;;X;;
PROV1569;アクチュビンスク;アクトベ;;;;;;;;;;;X
PROV1570;ウファ;;;;;;;;;;X;;
PROV1571;ティラスポル;;;;;;;;;;X;;
PROV1572;クルガン;;;;;;;;;;X;;
PROV1573;チュメニ;;;;;;;;;;X;;
PROV1574;ビリズニキー;;;;;;;;;;X;;
PROV1575;スベルドロフスク;;;;;;;;;;X;;
PROV1576;コクシェタウ;;;;;;;;;;X;;
PROV1577;オルスク;;;;;;;;;;X;;
PROV1578;コスタナイ;;;;;;;;;;X;;
PROV1579;シャルカール;カザフ;;;;;;;;;;;X
PROV1580;デルジャヴィンスク;カザフ;;;;;;;;;;;X
PROV1581;アクモリンスク;アスタナ;;;;;;;;;;;X
PROV1582;カラガンダ;;;;;;;;;;X;;
PROV1583;アクタウ;;;;;;;;;;X;;
PROV1584;クングラード;;;;;;;;;;X;;
PROV1585;ヌクス;;;;;;;;;;X;;
PROV1586;ジャナカザリ;;;;;;;;;;X;;
PROV1587;クズロルダ;;;;;;;;;;X;;
PROV1588;テレクチ;;;;;;;;;;X;;
PROV1589;ムアン・サイニャブリー;;;;;;;;;;X;;
PROV1590;ラジシャヒ;;;;;;;;;;X;;
PROV1591;トリンコマリー;;;;;;;;;;X;;
PROV1592;バハーワルナガル;;;;;;;;;;X;;
PROV1593;トボリスク;;;;;;;;;;X;;
PROV1594;タラ;;;;;;;;;;X;;
PROV1595;グリヴィツェ;;;;;;;;;;X;;
PROV1596;エフレモフ;;;;;;;;;;X;;
PROV1597;ブリャンスク;;;;;;;;;;X;;
PROV1598;トゥーラ;;;;;;;;;;X;;
PROV1599;元山;硫黄島;;;;;;;;;;;X
PROV1600;ビキニ環礁;マーシャル諸島;;;;;;;;;;;X
PROV1601;エニウェトク環礁;マーシャル諸島;;;;;;;;;;;X
PROV1602;クェゼリン環礁;マーシャル諸島;;;;;;;;;;;X
PROV1603;デラップ;マジュロ島;;;;;;;;;;;X
PROV1604;コロニア;ポナペ島;;;;;;;;;;;X
PROV1605;マキン環礁;ブタリタリ環礁;;;;;;;;;;;X
PROV1606;カリアテビーク;アベママ島;;;;;;;;;;;X
PROV1607;バイリキ;タラワ島;;;;;;;;;;;X
PROV1608;ウォッジェ環礁;マーシャル諸島;;;;;;;;;;;X
PROV1609;スバ;フィジー諸島;;;;;;;;;;;X
PROV1610;バイアク;ツバル諸島;;;;;;;;;;;X
PROV1611;ランバサ;フィジー諸島;;;;;;;;;;;X
PROV1612;チラチャプ;;;;;;;;;;X;;
PROV1613;バタビア;;;;;;;;;;X;;
PROV1614;ブアラ;サンタイサベル島;;;;;;;;;;;X
PROV1615;シンカワン;;;;;;;;;;X;;
PROV1616;プカンバル;;;;;;;;;;X;;
PROV1617;トフォール;コスラエ島;;;;;;;;;;;X
PROV1618;ワーロ;トラック諸島;;;;;;;;;;;X
PROV1619;ウォレアイ環礁;;;;;;;;;;X;;
