Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;ExU03ience;Loyalty;Type;PicU03e;Start Year;End Year;x
ギランシャー;7002523;U03;1973;1998;2004;2012;2;4;4;1;0;5;0;L440005;1973;2100;x
ハディ・アタバイ;7002524;U03;1973;1998;2004;2012;3;4;2;1;0;5;0;L440006;1973;2100;x
ホセイン・フィルーズ;7002525;U03;1973;1998;2004;2012;1;4;32;2;0;5;0;L440007;1973;2100;x
マジド・フィルーズ;7002526;U03;1973;1998;2004;2012;2;4;2;1;0;5;0;L440008;1973;2100;x
カーン・クーパル;7002527;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;L440009;1973;2100;x
カーン・ナクジアム;7002528;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L440010;1973;2100;x
ミア・ガーニ;7002529;U03;1973;1998;2004;2012;2;3;32;0;0;5;0;L440011;1973;2100;x
ミザニ;7002530;U03;1973;1998;2004;2012;3;4;0;0;0;5;0;L440012;1973;2100;x
ナクジャヴァニ;7002531;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;L440013;1973;2100;x
ニザムシャー;7002532;U03;1973;1998;2004;2012;2;6;262271;1;0;5;0;L440014;1973;2100;x
クアランシャー;7002533;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;L440015;1973;2100;x
レザ・パーラヴィ;7002534;U03;1973;1998;2004;2012;0;6;262271;3;0;5;0;L440016;1973;2100;x
セパーボディ・カジャール;7002535;U03;1973;1998;2004;2012;3;4;1;1;0;5;0;L440017;1973;2100;x
ザヘディ;7002536;U03;1973;1998;2004;2012;1;4;1;2;0;5;0;L440018;1973;2100;x
アーマンプール;7002537;U03;1973;1998;2004;2012;2;4;0;2;0;5;1;L440019;1973;2100;x
アクバープール;7002538;U03;1973;1998;2004;2012;3;3;1024;0;0;5;1;L440020;1973;2100;x
カーン・ナクジャヴァン;7002539;U03;1973;1998;2004;2012;1;4;0;1;0;5;1;L440021;1973;2100;x
クヒスラバディ;7002540;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;L440022;1973;2100;x
コースラヴァニ;7002541;U03;1973;1998;2004;2012;3;4;4096;0;0;5;1;L440023;1973;2100;x
ミザニ;7002542;U03;1973;1998;2004;2012;3;4;0;0;0;5;1;L440024;1973;2100;x
モハンナ;7002543;U03;1973;1998;2004;2012;3;4;0;1;0;5;1;L440025;1973;2100;x
クアランシャー;7002544;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;L440026;1973;2100;x
ギランシャー;7002545;U03;1973;1998;2004;2012;3;4;32768;1;0;5;2;L440027;1973;2100;x
カーン・クーパル;7002546;U03;1973;1998;2004;2012;2;3;0;1;0;5;2;L440028;1973;2100;x
カーン・ナクジャヴァン;7002547;U03;1973;1998;2004;2012;1;4;0;1;0;5;2;L440029;1973;2100;x
コースラヴァニ;7002548;U03;1973;1998;2004;2012;3;4;4096;0;0;5;2;L440030;1973;2100;x
モハンナ;7002549;U03;1973;1998;2004;2012;3;4;0;1;0;5;2;L440031;1973;2100;x
モイニ;7002550;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L440032;1973;2100;x
ナクジャヴァニ;7002551;U03;1973;1998;2004;2012;2;3;0;1;0;5;2;L440033;1973;2100;x
セパープール;7002552;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L440034;1973;2100;x
ヌーディン;7002553;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;L440035;1973;2100;x
グーラム・フィルーズ;7002554;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;L440036;1973;2100;x
バイプール;7002555;U03;1973;1998;2004;2012;2;3;128;1;0;5;0;L440037;1973;2100;x
ニザムプール;7002556;U03;1973;1998;2004;2012;1;4;2;1;0;5;0;L440038;1973;2100;x
ミアグーラム;7002557;U03;1973;1998;2004;2012;3;4;64;1;0;5;0;L440039;1973;2100;x
タハカミ;7002558;U03;1973;1998;2004;2012;3;3;131072;1;0;4;2;L440040;1973;2100;x
ラズマーラー;7002559;U03;1973;1998;2004;2012;1;5;16384;2;0;5;2;M53114;1973;2100;x
アル＝マワウィーイ;7002560;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;M557043;1973;2100;x
アル＝ムッタリブ;7002561;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;M557040;1973;2100;x
アル＝カグリ;7002562;U03;1973;1998;2004;2012;3;3;16;0;0;5;0;M557026;1973;2100;x
カニンガム;7002563;U03;1973;1998;2004;2012;2;6;262271;2;0;5;0;M557037;1973;2100;x
ダラル;7002564;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M557024;1973;2100;x
ジェマル・パシャ;7002565;U03;1973;1998;2004;2012;2;3;64;0;0;5;0;M557035;1973;2100;x
ゴート;7002566;U03;1973;1998;2004;2012;1;8;262399;4;0;5;0;L1138;1973;2100;x
ハイダル;7002567;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M557033;1973;2100;x
ジャーフラ・パシャ;7002568;U03;1973;1998;2004;2012;2;3;3;0;0;5;0;M557039;1973;2100;x
マクギルヴレイ;7002569;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L557009;1973;2100;x
ニコルス;7002570;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L557010;1973;2100;x
ピーク・パシャ;7002571;U03;1973;1998;2004;2012;2;5;262271;1;0;3;0;L300016;1973;2100;x
プルマー;7002572;U03;1973;1998;2004;2012;1;5;262271;1;0;5;0;M557016;1973;2100;x
サミュエル;7002573;U03;1973;1998;2004;2012;1;4;1;1;0;5;0;M557007;1973;2100;x
シンクレア;7002574;U03;1973;1998;2004;2012;3;5;262271;0;0;5;0;L557014;1973;2100;x
スピンルス・パシャ;7002575;U03;1973;1998;2004;2012;2;4;1;2;0;5;0;L320014;1973;2100;x
セント・ハーコート;7002576;U03;1973;1998;2004;2012;3;4;128;0;0;5;0;L557016;1973;2100;x
ウォーホープ;7002577;U03;1973;1998;2004;2012;2;4;1;1;0;5;0;M557020;1973;2100;x
ジェマル・パシャ;7002578;U03;1973;1998;2004;2012;2;2;0;0;0;5;1;M557035;1973;2100;x
ハワード;7002579;U03;1973;1998;2004;2012;3;3;2048;0;0;5;1;M557047;1973;2100;x
タットン＝サイクス;7002580;U03;1973;1998;2004;2012;3;4;4096;0;0;5;1;L300023;1973;2100;x
トゥール;7002581;U03;1973;1998;2004;2012;2;4;1024;1;0;5;1;L1396;1973;2100;x
アル＝タイフ;7002582;U03;1973;1998;2004;2012;3;2;131072;0;0;5;2;M557052;1973;2100;x
アズミ・パシャ;7002583;U03;1973;1998;2004;2012;2;3;16384;1;0;5;2;M512096;1973;2100;x
ブラウン;7002584;U03;1973;1998;2004;2012;3;3;4096;0;0;5;2;L557024;1973;2100;x
ダラル;7002585;U03;1973;1998;2004;2012;2;2;4096;1;0;5;2;M557024;1973;2100;x
フルハード;7002586;U03;1973;1998;2004;2012;3;4;0;1;0;5;2;L1441;1973;2100;x
ロジャース;7002587;U03;1973;1998;2004;2012;3;4;32768;0;0;5;2;M557051;1973;2100;x
アユブ・カーン;7002588;U03;1973;1998;2004;2012;1;5;262271;2;0;5;0;L505005;1973;2100;x
デ・ヤーバーグ＝ベイトソン;7002589;U03;1973;1998;2004;2012;2;6;262271;1;0;5;0;L564001;1973;2100;x
ダフィールド・ライト;7002590;U03;1973;1998;2004;2012;2;5;262271;1;0;5;0;M564007;1973;2100;x
ダイアー;7002591;U03;1973;1998;2004;2012;2;5;262271;1;0;5;0;M564008;1973;2100;x
クラッターバック;7002592;U03;1973;1998;2004;2012;3;4;0;0;0;5;0;L1078;1973;2100;x
ヒタイ・カーン;7002593;U03;1973;1998;2004;2012;2;3;16;1;0;5;0;L505046;1973;2100;x
ジャンジュー・カーン;7002594;U03;1973;1998;2004;2012;3;5;262271;0;0;5;0;L564006;1973;2100;x
ナワブ・カーンジ;7002595;U03;1973;1998;2004;2012;3;3;8;0;0;5;0;L564007;1973;2100;x
ナワブ・マノワル;7002596;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;M564014;1973;2100;x
ナワブ・ウド＝ドゥアラ;7002597;U03;1973;1998;2004;2012;1;5;262271;2;0;5;0;M564034;1973;2100;x
ナワズ・カーン;7002598;U03;1973;1998;2004;2012;3;4;16;0;0;5;0;L505065;1973;2100;x
カユム・カーン;7002599;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L505067;1973;2100;x
ラクシャク;7002600;U03;1973;1998;2004;2012;3;4;128;0;0;5;0;L564012;1973;2100;x
シャリーフ・カーン;7002601;U03;1973;1998;2004;2012;3;4;16;0;0;2;0;L505070;1973;2100;x
シュリマン8世;7002602;U03;1973;1998;2004;2012;1;4;0;1;0;5;0;M564031;1973;2100;x
シュジャ・ウル＝ムルク;7002603;U03;1973;1998;2004;2012;2;3;2;0;0;5;0;M564012;1973;2100;x
ウェルド＝フォレスター;7002604;U03;1973;1998;2004;2012;3;4;1;0;0;5;0;L564016;1973;2100;x
ヤヒヤ・カーン;7002605;U03;1973;1998;2004;2012;1;5;262399;3;0;5;0;L505086;1973;2100;x
カリムッラー;7002606;U03;1973;1998;2004;2012;2;4;4096;1;0;5;1;L564018;1973;2100;x
ナワブ・カーンジ;7002607;U03;1973;1998;2004;2012;2;4;2048;0;0;5;1;L564007;1973;2100;x
レーマン・カーン;7002608;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;L505113;1973;2100;x
タルボット＝サヴィニャック＝ホール;7002609;U03;1973;1998;2004;2012;1;6;1024;3;0;5;1;L1394;1973;2100;x
アリ・ミル;7002610;U03;1973;1998;2004;2012;2;4;4096;1;0;5;2;L564022;1973;2100;x
アスガル・カーン;7002611;U03;1973;1998;2004;2012;1;4;0;2;0;5;2;L505127;1973;2100;x
ヘンドリクソン;7002612;U03;1973;1998;2004;2012;3;4;131072;0;0;5;2;M564010;1973;2100;x
カークブライド;7002613;U03;1973;1998;2004;2012;3;5;16384;2;0;5;2;L1454;1973;2100;x
マノウォー太守;7002614;U03;1973;1998;2004;2012;2;2;4096;0;0;5;2;M564014;1973;2100;x
リーガン;7002615;U03;1973;1998;2004;2012;3;4;131072;1;0;5;2;L1472;1973;2100;x
アフマド・ウル＝ムルク;7002616;U03;1973;1998;2004;2012;2;3;0;1;0;5;2;M564038;1973;2100;x
ワハブ・カーン;7002617;U03;1973;1998;2004;2012;1;5;0;2;0;5;2;M564047;1973;2100;x
アドルフ;7002618;U03;1973;1998;2004;2012;3;4;4;1;0;5;0;L549000;1973;2100;x
アル＝フセイニ;7002619;U03;1973;1998;2004;2012;3;3;256;0;0;5;0;L549001;1973;2100;x
アーノルド;7002620;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L549002;1973;2100;x
アシェンブラント;7002621;U03;1973;1998;2004;2012;3;4;2;0;0;5;0;L549003;1973;2100;x
アヴニ・パシャ;7002622;U03;1973;1998;2004;2012;1;4;2;1;0;5;0;M549014;1973;2100;x
バレンズ;7002623;U03;1973;1998;2004;2012;3;4;0;0;0;5;0;L549005;1973;2100;x
バートキー;7002624;U03;1973;1998;2004;2012;3;5;262399;0;0;5;0;L549006;1973;2100;x
バートン;7002625;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L549007;1973;2100;x
ビルハルツ;7002626;U03;1973;1998;2004;2012;3;3;256;0;0;5;0;L549008;1973;2100;x
ビナルク・パシャ;7002627;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L549009;1973;2100;x
ボナーツ;7002628;U03;1973;1998;2004;2012;3;4;128;0;0;5;0;L549010;1973;2100;x
ボロウスキ;7002629;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L549011;1973;2100;x
ブラウアー;7002630;U03;1973;1998;2004;2012;3;6;262271;1;0;5;0;L549012;1973;2100;x
ブラウミューラー;7002631;U03;1973;1998;2004;2012;3;4;16;0;0;5;0;L549013;1973;2100;x
ブルクシュ・ベイ;7002632;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L549014;1973;2100;x
ブーフ;7002633;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;L549015;1973;2100;x
バーチャード;7002634;U03;1973;1998;2004;2012;1;5;262271;3;0;5;0;L549016;1973;2100;x
チェティノク;7002635;U03;1973;1998;2004;2012;3;4;24;0;0;5;0;L549017;1973;2100;x
チェティノク;7002636;U03;1973;1998;2004;2012;3;4;4;0;0;5;0;L549018;1973;2100;x
エッカルト;7002637;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L549019;1973;2100;x
エデム・パシャ;7002638;U03;1973;1998;2004;2012;3;3;0;1;0;5;0;L549020;1973;2100;x
エーレンベルク;7002639;U03;1973;1998;2004;2012;3;4;16;0;0;5;0;L549021;1973;2100;x
エンヴァー・パシャ;7002640;U03;1973;1998;2004;2012;1;4;0;2;0;5;0;L549022;1973;2100;x
フェーン;7002641;U03;1973;1998;2004;2012;3;5;262399;0;0;5;0;L549023;1973;2100;x
フアド;7002642;U03;1973;1998;2004;2012;2;4;1;2;0;5;0;M549013;1973;2100;x
ガジ・パシャ;7002643;U03;1973;1998;2004;2012;0;3;1;1;0;5;0;L549025;1973;2100;x
グロトコウスキ;7002644;U03;1973;1998;2004;2012;3;4;256;0;0;5;0;L549026;1973;2100;x
ハヨ・ベイ;7002645;U03;1973;1998;2004;2012;3;4;264;0;0;5;0;L549027;1973;2100;x
ハラム・パシャ;7002646;U03;1973;1998;2004;2012;1;4;1;1;0;5;0;L549028;1973;2100;x
ハリム・パシャ;7002647;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;L549029;1973;2100;x
ハウプト;7002648;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L549030;1973;2100;x
ハインリヒ;7002649;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;L549031;1973;2100;x
イネヌ・パシャ;7002650;U03;1973;1998;2004;2012;2;5;262271;1;0;5;0;M549037;1973;2100;x
イスマイル・パシャ;7002651;U03;1973;1998;2004;2012;1;4;0;2;0;5;0;L549033;1973;2100;x
ジュンク;7002652;U03;1973;1998;2004;2012;3;4;8;1;0;5;0;L549034;1973;2100;x
ケマル・パシャ;7002653;U03;1973;1998;2004;2012;1;5;262271;2;0;5;0;L549035;1973;2100;x
キアミル・パシャ;7002654;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M549039;1973;2100;x
ラタス・パシャ;7002655;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M549017;1973;2100;x
モンセフ・ベイ;7002656;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;M549006;1973;2100;x
ナジム・ベイ;7002657;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L549039;1973;2100;x
ナジム・パシャ;7002658;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;M549005;1973;2100;x
ニカード;7002659;U03;1973;1998;2004;2012;2;2;256;1;0;5;0;M549012;1973;2100;x
ノルト;7002660;U03;1973;1998;2004;2012;3;3;64;0;0;5;0;L549042;1973;2100;x
ヌリ・ベイ;7002661;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L549043;1973;2100;x
オスマン;7002662;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;M549038;1973;2100;x
オスマノグル;7002663;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L549045;1973;2100;x
オスマン・パシャ;7002664;U03;1973;1998;2004;2012;1;3;1;1;0;5;0;L549046;1973;2100;x
オヤン・パシャ;7002665;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;L549047;1973;2100;x
セラニキ;7002666;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L549048;1973;2100;x
セリフ・パシャ;7002667;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;M549049;1973;2100;x
テミズ・パシャ;7002668;U03;1973;1998;2004;2012;3;4;1;0;0;5;0;L549050;1973;2100;x
チュリン;7002669;U03;1973;1998;2004;2012;3;4;128;0;0;5;0;M549043;1973;2100;x
ウチェ;7002670;U03;1973;1998;2004;2012;3;3;256;0;0;5;0;M549048;1973;2100;x
ヴェダト・パシャ;7002671;U03;1973;1998;2004;2012;2;4;64;0;0;5;0;M549007;1973;2100;x
フォン・アルテン;7002672;U03;1973;1998;2004;2012;3;4;8;0;0;5;0;L549054;1973;2100;x
フォン・アルニム;7002673;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L549055;1973;2100;x
フォン・ベッセル;7002674;U03;1973;1998;2004;2012;3;4;32;0;0;5;0;L549056;1973;2100;x
フォン・デッテン;7002675;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L549057;1973;2100;x
フォン・ファルケンシュタイン;7002676;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L549058;1973;2100;x
フォン・フュフトバウアー;7002677;U03;1973;1998;2004;2012;3;2;2;0;0;5;0;L549059;1973;2100;x
フォン・ゲケル;7002678;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L549060;1973;2100;x
フォン・ハインブルク;7002679;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;L549061;1973;2100;x
ヴァッヘンフェルト;7002680;U03;1973;1998;2004;2012;1;5;262271;1;0;5;0;L549062;1973;2100;x
ウルク;7002681;U03;1973;1998;2004;2012;3;4;4;1;0;5;0;M549042;1973;2100;x
アジズ・パシャ;7002682;U03;1973;1998;2004;2012;2;3;8704;1;0;5;1;L549064;1973;2100;x
カンブラトグル;7002683;U03;1973;1998;2004;2012;1;4;0;2;0;5;1;L549065;1973;2100;x
フェルスター;7002684;U03;1973;1998;2004;2012;1;5;8704;1;0;5;1;L549066;1973;2100;x
ジェセディン;7002685;U03;1973;1998;2004;2012;2;4;2048;1;0;5;1;L549067;1973;2100;x
マダクバス;7002686;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;L549068;1973;2100;x
マスマン;7002687;U03;1973;1998;2004;2012;2;5;4608;1;0;5;1;L549069;1973;2100;x
ニカード;7002688;U03;1973;1998;2004;2012;2;3;0;2;0;5;1;M549012;1973;2100;x
ペリカノヴル;7002689;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;M549046;1973;2100;x
ラウフ;7002690;U03;1973;1998;2004;2012;2;3;1024;0;0;5;1;M549009;1973;2100;x
ジア・パシャ;7002691;U03;1973;1998;2004;2012;3;2;4096;0;0;5;1;M549044;1973;2100;x
ケラカン;7002692;U03;1973;1998;2004;2012;3;2;131072;0;0;5;2;L549074;1973;2100;x
エンヴァー・パシャ;7002693;U03;1973;1998;2004;2012;2;3;0;1;0;5;2;M549010;1973;2100;x
エルカル;7002694;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L549076;1973;2100;x
ゴイマン;7002695;U03;1973;1998;2004;2012;3;2;65536;0;0;5;2;L549077;1973;2100;x
ムハンメド・カーン;7002696;U03;1973;1998;2004;2012;1;2;4096;1;0;5;2;M549011;1973;2100;x
ムラト;7002697;U03;1973;1998;2004;2012;3;2;4096;0;0;5;2;L549079;1973;2100;x
シュヴァイカルト;7002698;U03;1973;1998;2004;2012;1;5;16384;2;0;5;2;L549080;1973;2100;x
セリフ・パシャ;7002699;U03;1973;1998;2004;2012;2;3;32768;0;0;5;2;M549049;1973;2100;x
ウチェ;7002700;U03;1973;1998;2004;2012;2;4;16384;1;0;5;2;M549048;1973;2100;x
ヴィルベルク;7002701;U03;1973;1998;2004;2012;1;4;0;1;0;5;2;L549083;1973;2100;x
アブドゥル・カーダー;7002702;U03;1973;1998;2004;2012;1;2;0;1;0;5;0;L310000;1973;2100;x
ダグラス＝ハミルトン;7002703;U03;1973;1998;2004;2012;2;3;4;1;0;5;0;L310001;1973;2100;x
ダグデール;7002704;U03;1973;1998;2004;2012;3;3;2;0;0;5;0;L310002;1973;2100;x
ハッサン・イブン・ティムール;7002705;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;L310003;1973;2100;x
ハッサン・イブン・ザイド;7002706;U03;1973;1998;2004;2012;2;2;0;0;0;5;0;L310004;1973;2100;x
ジョーンズ;7002707;U03;1973;1998;2004;2012;3;4;256;1;0;5;0;L310005;1973;2100;x
カリル・イブン・ティムール;7002708;U03;1973;1998;2004;2012;3;3;16;0;0;5;0;L310006;1973;2100;x
リンスデン;7002709;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L310007;1973;2100;x
マン;7002710;U03;1973;1998;2004;2012;3;3;64;0;0;5;0;L310008;1973;2100;x
マーティン;7002711;U03;1973;1998;2004;2012;3;3;32;0;0;5;0;L310009;1973;2100;x
モハマッド・イブン・ティムール;7002712;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L310010;1973;2100;x
サイード・イブン・ティムール;7002713;U03;1973;1998;2004;2012;0;3;0;1;0;5;0;L310011;1973;2100;x
ライト;7002714;U03;1973;1998;2004;2012;3;3;1;0;0;5;0;L310012;1973;2100;x
バーソン;7002715;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;L310013;1973;2100;x
クレイドン;7002716;U03;1973;1998;2004;2012;2;2;0;1;0;5;1;L310014;1973;2100;x
リーフ;7002717;U03;1973;1998;2004;2012;3;3;0;1;0;5;1;L310015;1973;2100;x
アブダラー・イブン・ティムール;7002718;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;L310016;1973;2100;x
ハッサン・イブン・ザイド;7002719;U03;1973;1998;2004;2012;2;1;0;0;0;5;2;L310017;1973;2100;x
リーフ;7002720;U03;1973;1998;2004;2012;3;3;131072;1;0;5;2;L310018;1973;2100;x
マーティン;7002721;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L310019;1973;2100;x
アル＝アブード;7002722;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L529000;1973;2100;x
アル＝アラブ;7002723;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L529001;1973;2100;x
アル＝ハシク;7002724;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529002;1973;2100;x
アウーン;7002725;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L529003;1973;2100;x
アッザム;7002726;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;M529057;1973;2100;x
バラカト;7002727;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;L529005;1973;2100;x
ビタル;7002728;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L529006;1973;2100;x
カーテニアン;7002729;U03;1973;1998;2004;2012;3;2;64;0;0;5;0;L529007;1973;2100;x
カゾー;7002730;U03;1973;1998;2004;2012;1;4;4;2;0;5;0;M529008;1973;2100;x
A・チェハブ;7002731;U03;1973;1998;2004;2012;3;2;32;0;0;5;0;L529009;1973;2100;x
F・チェハブ;7002732;U03;1973;1998;2004;2012;1;3;0;2;0;5;0;M529056;1973;2100;x
ダヘル;7002733;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529011;1973;2100;x
フィネ;7002734;U03;1973;1998;2004;2012;3;4;1;0;0;5;0;L529012;1973;2100;x
フジュラ;7002735;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L529013;1973;2100;x
ガネム;7002736;U03;1973;1998;2004;2012;2;2;2;1;0;5;0;M529053;1973;2100;x
ハルブ;7002737;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;M529052;1973;2100;x
ジャド;7002738;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;M529059;1973;2100;x
クラト;7002739;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L529017;1973;2100;x
ラフード;7002740;U03;1973;1998;2004;2012;2;2;16;1;0;5;0;L529018;1973;2100;x
ナウファイ;7002741;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M529045;1973;2100;x
オベイド;7002742;U03;1973;1998;2004;2012;3;2;1;0;0;5;0;L529020;1973;2100;x
ペルティエ;7002743;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M529007;1973;2100;x
ラマル;7002744;U03;1973;1998;2004;2012;3;3;2;1;0;5;0;L529022;1973;2100;x
ルーミアンツォフ;7002745;U03;1973;1998;2004;2012;2;4;256;1;0;5;0;M529054;1973;2100;x
サーブ;7002746;U03;1973;1998;2004;2012;2;3;32;1;0;5;0;L529024;1973;2100;x
シュマイト;7002747;U03;1973;1998;2004;2012;2;2;4;1;0;5;0;L529025;1973;2100;x
スレイマン;7002748;U03;1973;1998;2004;2012;3;2;4;0;0;5;0;L529026;1973;2100;x
タフーシアン;7002749;U03;1973;1998;2004;2012;3;2;256;0;0;5;0;L529027;1973;2100;x
ヤクーブ;7002750;U03;1973;1998;2004;2012;3;2;64;0;0;5;0;L529028;1973;2100;x
シャルル;7002751;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;L529029;1973;2100;x
ジャド;7002752;U03;1973;1998;2004;2012;3;2;0;0;0;5;1;M529059;1973;2100;x
ラフード;7002753;U03;1973;1998;2004;2012;3;2;4096;0;0;5;1;M529055;1973;2100;x
ペレッティ;7002754;U03;1973;1998;2004;2012;3;3;0;0;0;5;1;M529009;1973;2100;x
スーラ;7002755;U03;1973;1998;2004;2012;2;3;0;1;0;5;1;M529010;1973;2100;x
トゥシャローム;7002756;U03;1973;1998;2004;2012;3;3;1024;0;0;5;1;L529034;1973;2100;x
ブスタニー;7002757;U03;1973;1998;2004;2012;2;3;8192;2;0;5;2;M529062;1973;2100;x
ガブリ;7002758;U03;1973;1998;2004;2012;3;2;32768;0;0;5;2;L529036;1973;2100;x
マーダラーニ;7002759;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L529037;1973;2100;x
モイネ;7002760;U03;1973;1998;2004;2012;3;3;4096;0;0;5;2;L529038;1973;2100;x
ナウファイ;7002761;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M529045;1973;2100;x
サレム;7002762;U03;1973;1998;2004;2012;3;2;16384;0;0;5;2;L529040;1973;2100;x
スーラ;7002763;U03;1973;1998;2004;2012;2;4;131072;1;0;5;2;M529010;1973;2100;x
ザルズール;7002764;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L529042;1973;2100;x
アブドゥッラー1世;7002765;U03;1973;1998;2004;2012;0;2;4;1;0;5;0;M556008;1973;2100;x
アーティ;7002766;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;M556029;1973;2100;x
アル＝アミル;7002767;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L556002;1973;2100;x
アル＝ハシミ;7002768;U03;1973;1998;2004;2012;3;5;262271;1;0;5;0;L556003;1973;2100;x
アル＝ジャファール;7002769;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M556031;1973;2100;x
アル＝ワリ;7002770;U03;1973;1998;2004;2012;3;2;2;0;0;5;0;M556028;1973;2100;x
ベン・ジャミル;7002771;U03;1973;1998;2004;2012;3;3;32;1;0;5;0;L556006;1973;2100;x
カールトン＝スミス;7002772;U03;1973;1998;2004;2012;3;4;128;1;0;5;0;L556007;1973;2100;x
コックス・パシャ;7002773;U03;1973;1998;2004;2012;2;7;262271;1;0;5;0;M556006;1973;2100;x
エル＝ニザル・アリ;7002774;U03;1973;1998;2004;2012;2;4;256;1;0;5;0;L556009;1973;2100;x
エル＝リハズ;7002775;U03;1973;1998;2004;2012;3;2;128;0;0;5;0;L556010;1973;2100;x
グルブ・パシャ;7002776;U03;1973;1998;2004;2012;1;6;262271;3;0;5;0;M556024;1973;2100;x
メシト・パシャ;7002777;U03;1973;1998;2004;2012;2;4;2;1;0;5;0;M556032;1973;2100;x
ナイフ;7002778;U03;1973;1998;2004;2012;2;3;1;2;0;5;0;M556012;1973;2100;x
オスプレイ;7002779;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;M556027;1973;2100;x
パティソン＝スミス;7002780;U03;1973;1998;2004;2012;3;4;64;1;0;5;0;L556015;1973;2100;x
サイド;7002781;U03;1973;1998;2004;2012;3;3;0;0;0;5;0;L556016;1973;2100;x
